FEDERICO BENETTI;Betto di Signa
GIULIANO PELIZON;Simone
FEDERICO LONGHI;Marco
ANNIKA KASCHENZ;La Ciesca
ALESSANDRO BATTIATO;Spinelloccio / Ser Amantio
SIMONE ALBERTI;Pinellino
MARIO BELLANOVA;Guccio
WALTRAUD MEIER;Marie
STUART SKELTON;Il Tamburmaggiore
GERHARD SIEGEL;Il Capitano
ALAN HELD;Wozzeck
WALTER FINK;Il Dottore
WENDY WHITE;Margret
RUSSELL THOMAS;Andres
MARK SCHOWALTER;Due garzoni  RICHARD BERNSTEIN,
PHILIPPE CASTAGNER;Il pazzo
DANIEL CLARK SMITH;Un soldato
RAYMOND APARENTADO;Un cittadino
JOHN ALBERT;Il bambino di Marie
DMITRY KORCHAK;Il Conte dAlmaviva
BRUNO PRATIC;Bartolo
KETEVAN KEMOKLIDZE;Rosina
LUCA SALSI;Figaro
GIOVANNI FURLANETTO;Don Basilio
GABRIELE BOLLETTA;Fiorello
NORIS BORGOGELLI;Ambrogio
NATALIA ROMAN;Berta
GABRIELE BOLLETTA;Un ufficiale
DOSS;Padre Grigoris MARK S.
MARKUS HOLLOP;Archon
PHILIPPE JOLL;Il Capitano
BRUNO LAZZARETTI;Il Maestro
ELIAS SCHILTON;Padre Ladas, Commentator
NICOLO CERIANI;Kostandis
GIOVANNI LO RE;Dimitri
SERGEY NAYDA;Manolios
JAN VACIK;Yannakos
MARTIN REJMA;Michelis
CRISTIANO OLIVIERI;Panait
ALBERTO PROFETA;Andonis
MARCO FRUSONI;Nicolio
BEATRIZ DIAZ;Lenio
JUDITH HOWARTH;La vedova Katarina
OTTAVIO FARIA;Padre Fotis LUIZ-
VERONICA LIMA;Despino
PINUCCIA PASSARELLO;Una vecchia
JEREMY MILNER;Il Capitano
SCOTT HENDRICKS;Evgenij Onegin
AINHOA ARTETA;Tatiana
ISMAEL JORDI;Vladimir Lensky
IRINA ZHYTYNSKA;Olga
ANNIE VAVRILLE;Madame Larina
STANISLAV SHVETS;Prncipe Gremin
NADINE WEISSMANN;Filipyevna
MIKELDI ATXALANDABASO;Triquet
FERNANDO LATORRE;Zaretsky
VITTORIO BARI;Musiche di Marco FrisinaDante Alighieri
MARIANGELA ARUANNO;Beatrice Portinari
LALO CIBELLI;Virgilio
PAOLO BIANCA;Caronte, Conte Ugolino, San Tommaso dAquino
GIORGIO ADAMO;Pier delle Vigne, Arnaut Daniel
GIOVANNI DE FILIPPI;Ulisse, Guido Guinizelli, San Bernardo di Chiaravalle
ELENA TAVELLA;Francesca da Rimini, Matelda,Pia DeTolomei, Piccarda Donati
DAVID DANIELS;Musica di Christoph Willibald GluckOrfeo
KATE ROYAL;Euridice
LISETTE OROPESA;Amore
IL TROVATORE;
DMITRI HVOROSTOVSKY;Il Conte di Luna
SONDRA RADVANOVSKY;Leonora
DOLORA ZAIJCK;Azucena
STEFAN KOCAN;Ferrando
MARIA ZIFCHAK;Ines
EDUARDO VALDES;Ruiz
ROBERT MAHLER;Un vecchio zingaro
RAYMOND APARENTADO;Un messaggero
RIGOLETTO;
GIUSEPPE FILIANOTI;Il duca
ZELIKO LUCIC;Rigoletto
DIANA DAMRAU;Gilda
FABIOLA HERRERA;Maddalena NANCY-
STEFAN KOCAN;Sparafucile
JONAS KAUFMANN;Siegmund
PETER KONIG;Hunding HANS-
BRYN TERFEL;Wotan
MARIA WESTBROEK;Sieglinde EVA-
DEBORAH VOIGT;Brnnhilde
STEPHANIE BLYTHE;Fricka
KELLY CAE HOGAN;Gerhilde
WENDY BRYN HARMER;Ortlinde
MARJORIE ELINOR DIX;Waltraute
MARY PHILLIPS;Schwertleite
MOLLY FILMORE;Helmwige
EVE GIGLIOTTI;Siegrune
CORMICK;Gringerde MARY ANN Mc
LINDSAY AMMANN;Rossweisse
FRANCO VASSALLO;Rigoletto
IRINA LUNGU;Gilda
GIANLUCA TERRANOVA;Il duca di Mantova
ANDREA PAPI;Sparafucile
LAURA BRIOLI;Maddalena
LETIZIA DEL MAGRO;Giovanna
ZIYAN ATFEH;Il conte di Monterone
MARCO CAMASTRA;Marullo
ANTONIO FELTRACCO;Matteo Borsa
FRANCESCO MUSINU;Il conte di Ceprano
IVANA CRAVERO;La contessa di Ceprano
RICCARDO MATTIOTTO;Un usciere
SABRINA AM;Il paggio della duchessa
SUSANNAH BILLER;Serpina
AO LI;Uberto
TROUBLE IN TAHITI;
MAYA LAHYANI;Dinah
RYAN KUSTER;Sam
AO LI;Trio Baritone
DANIEL MONTENEGRO;Trio Tenor
SARA GARTLAND;Trio Soprano
RODNEY CLARKE;Selim
MARIA GRAZIA SCHIAVO;Konstanze
BEATE RITTER;Blonde
CHARLES CASTRONOVO;Belmonte
COSMIN IFRIM;Pedrillo
JACO HUJIPEN;Osmin
RENEE FLEMING;La Contessa
SARAH CONNOLLY;Clairon
JOSEPH KAISER;Flamand
RUSSELL BRAUN;Olivier
MORTEN FRANK LARSEN;Il Conte
PETER ROSE;La Roche
OLGA MAKARINA;Un soprano italiano
BARRY BANKS;Un tenore italiano
BERNARD FITCH;Monsieur Taupe
DEVLIN;Il Maggiordomo MICHAELl
MARIA GULEGHINA;Musica di Giacomo PucciniTurandot
MARCO SPOTTI;Timur
MARCO BERTI;Calaf
EKATERINA SCHERBACHENKO;Li
ANGELO VECCIA;Ping
LUCA CASALIN;Pang
CARLO BOSI;Pong
ERNESTO PANARIELLO;Mandarino
SONIA PRINA;Giulio Cesare
ELEONORA BURATTO;Cleopatra
RICCARDO NOVARO;Achilla
JOSE MARIA LO MONACO;Cornelia
FILIPPO MINECCIA;Tolomeo
PAOLO LOPEZ;Sesto
FLORIANO DAURIA;Nireno
ANDREA MASTRONI;Curio
ALESSANDRO LUONGO;Bartolomeo Merelli
VALENTINA CORRADETTI;Giuseppina Strepponi
ANNUNZIATA VESTRI;Giovannina Bellinzaghi
LEONARDO CORTELLAZZI;Luigi Barbiano
ALESSANDRO SPINA;Maestro sostituto
UMBERTO BORTOLANI;Giuseppe Verdi
IL PRIGIONIERO;
VALENTINA CORRADETTI;La Madre
CHAD ARMSTRONG;Il Prigioniero
ARMAZ DARASHVILI;Il Carceriere/Grande Inquisitore
DARIO DI VIETRI;Primo sacerdote
MATTIA OLIVIERI;Secondo sacerdote
GRACE ECHAURI;Soledad
GERARDO REYNOSO;Anselmo
ENRIQUE NGELES;Aurelio
ARTURO LOPEZ CASTILLO;Inquisidor
FRANCISCO JAVIER MARTINEZ;Enamorardo
LA VIDA BREVE;
VIOLETA DAVALOS;Salud
DANTE ALCALA;Paco
NIEVES NAVARRO;La  abuela
ARTURO LOPEZ;El to  Salvador
ALEJANDRO  CORENO;Voz de vendedor-Voz lejana
EDGAR  GUTIERREZ;Voz de  la Fragua
BELINDA  GONZALEZ;Carmela
OCTAVIO PEREZ;Manuel
BELINDA GONZALEZ;Tres vendedoras  LUCIA SALAS, ELIZABETH MATA,
GIUSEPPE FILIANOTI;Werther
NGEL DENA;Albert
PHILIPPE LAFONT;Il borgomastro JEAN-
FRANCISCO VAS;Shmidt
MIGUEL SOLA;Johann
SILVERIO DE LAO;Brhlmann
SONIA GANASSI;Charlotte
AUXILIADORA TOLEDANO;Shopie
MAITE MARURI;Ktchen
IRINA DBROVSKAYA;Violetta Valery
DANIELA INNAMORATI;Flora Bervoix
MARIANGELA MARINI;Annina
LEONARDO CAIMI;Alfredo Germont
SIMONE PIAZZOLA;Giorgio Germont
ROBERTO JACHINI VIRGILI;Gastone
MATTIA DENTI;Dr.Grenvil
MIHAIL DOGOTAR;Barone Douphol
DAVIDE BARTOLUCCI;DObigny
MASSIMILIANO LUCIANI;Giuseppe
DAVIDE FILIPPONI;Domestico di Flora
ALESSIO DE VECCHIS;Un commissionario
WOLFGANG SCHOENE;Marquis de la Force
JUTTA BOHNERT;Blanche
ROMAN SHULACKOFF;Le Chevalier
ROSALIND PLOWRIGHT;Madame de Croissy
MICHAELA SCHNEIDER;Madame Lidoine
ANDREA MELATH;Mre Marie
SUNHAE IM;Sur Constance
HUILING ZHU;Sur Mathilde
HEINZ GOHRIG;Il cappellano
ADAM KIM;Il carceriere/Thierry/Dr. Javelinot
TORSTEN HOFMANN;1er commissaire
SZYMON CHOJNACKI;2er commissaire
KAI PREUSSKER;Un ufficiale
CATHERINE JANKE;Attrice
CHERYL BARKER;Emilia Marty
CHARLES WORKMAN;Albert Gregor
CASTIGNANI;Dr.Kolenaty  ENRIC MARTINEZ-
GUY DE MEY;Vitek
ANGELIQUE NOLDUS;Krista
MARTIN BARTA;Jaroslav Prus
ENRICO CASARI;Janek
ANDREAS JAGGI;Hauk-endorf
PETER LONGHAUER;Un macchinista
NADIA BIEBER;Uninserviente
ERIC CUTLER;Il duca di Mantova
ROBERTO FRONTALI;Rigoletto
EKATERINA SADOVNIKOVA;Gilda
GIANLUCA BURATTO;Sparafucile
DANIELA INNAMORATI;Maddalena
REBEKA LOKAR;Giovanna
ALBERTO ROTA;Il conte di Monterone
ARMANDO GABBA;Marullo
IORIO ZENNARO;Matteo Borsa
LUCA DALLAMICO;Il conte di Ceprano
ELENA TRAVERSI;La contessa di Ceprano
SALVATORE GIACALONE;Un usciere di corte
ANNA MALVASIO;Un paggio della duchessa
DARIO RUSSO;Bethune
RICCARDO FERRARI;Vaudemont
GIOVANNA LANZA;Ninetta
MATTHIAS STIER;Danieli
CRISTIANO OLIVIERI;Tebaldo
SETH MEASE CARICO;Roberto
PIERANGELO AIM;Manfredo
ELISABET STRID;Rusalka, la nyade
LUDOVIC LUDHA;Il principe
ALEXANDER TELIGA;Vodnk, lo spirito dellAcqua
BELEM RODRIGUEZ;Jeibaba, la strega
CELIA GOMEZ;La principessa straniera
NESTOR  LOPEZ;Il cacciatore
ANTONIO DUQUE;Il guardacaccia
SANDRA  MALIKA;Lo sguattero
NIEVES NAVARRO;Tre Ondine LUCIA SALAS, EDURNE GOYARZU,
THOMAS HALL;Il Conte di Luna
EUGENIA GARZA;Leonora
AMELIA SIERRA;Azucena
LUIS CHAPA;Manrico
ROSENDO FLORES;Ferrando
ROSALINDA DOMINGUEZ;Ines
RAUL SALAS;Ruiz
JAVIER MAGALLANES;Un vecchio zingaro
LUIS  AGUILAR;Un messo
BRYN TERFEL;Wotan
DWYNE CROFT;Donner
ADAM DIEGEL;Froh
ARNOLD BEZUYEN;Loge
STEPHANIE BLYTHE;Fricka
WENDY BRYN HARMER;Freia
PATRICIA BARDON;Erda
ERIC OWENS;Alberich
GERHARD SIEGEL;Mime
JOSEF SELIG;Fasolt FRANZ-
PETER KOENIG;Fafner HANS-
JENNIFER JOHNSON;Woglinde
LISETTE OROPESA;Wellgunde
TAMARA MUMFORD;Flosshilde
RICHARD STRAUSS;Musica di
ROBERT BRUBAKER;Herodes
MARTA MORETTO;Herodias
INGELA BRIMBERG;Salome
THOMAS GAZHELI;Jochanaan
MICHAEL HEIM;Narraboth
ELENA TRAVERSI;Un paggio di Herodias
NICOLO CERIANI;
FRANCESCO PACCORINI;Due nazareni  GIULIANO PELIZON,
GIULIANO PELIZON;Due soldati ALESSANDRO SVAB,
FEDERICO BENETTI;Un cappadociano
DAX VELENICH;Uno schiavo
VALENTINA FERRARI;Killer Queen
MARTHA ROSSI;Scaramouche
SALVO VINCI;Galileo
PAOLO BARILLARI;Brit
LOREDANA FADDA;Oz
SALVO BRUNI;Kashoggi
MASSIMILIANO COLONNA;Pop
SONIA PRINA;Giulio Cesare
MARIA GRAZIA SCHIAVO;Cleopatra
RICCARDO NOVARO;Achilla
JOSE MARIA LO MONACO;Cornelia
FILIPPO MINECCIA;Tolomeo
PAOLO LOPEZ;Sesto
FLORIANO DAURIA;Nireno
ANDREA MASTRONI;Curio
TERESA FALLAI;Aase / Solveig
DANIEL DWERRYHOUSE;Peer Gynt
ROBERTO GIOFFRE;Il Mago
ELENA MONTI;Soprano
GIOVANNI MEONI;Nabucco
ANTONIO POLI;Ismaele
RICCARDO ZANELLATO;Zaccaria
VIKTORIIA CHENSKA;Abigaille
EZGI KUTLU;Fenena
GORAN JURIC;Il Gran Sacerdote di Belo
SAVERIO FIORE;Abdallo
SIMGE BUYUKEDES;Anna
LUIS CANSINO;Nabucco
PAVEL NAUMENKO;Ismaele
YURY ALEXEICHUK;Zaccaria
TELLERA;Abigaille LUCRECIA GARCA-
ANA MAKSUDOVA;Fenena
MAKSIM IVASCHUK;Abdallo YEVGEN UDOVINSommo Sacerdote di Belo
GIANLUCA TERRANOVA;Rodolfo
DAMIANO SALERNO;Marcello
ALESSANDRO BATTIATO;Schaunard
GIANLUCA BURATTO;Colline
MATTEO FERRARA;Benoit
ANDREA SNARSKI;Alcindoro
SERENA FARNOCCHIA;Mim
BEATRIZ DIAZ;Musetta
CARLO MATTIAZZO;Parpignol
RAFFAELE PASTORE;Un venditore ambulante
ANTONIO CASAGRANDE;Un sergente dei doganieri
NICOLA NALESSO;Un doganiere
LEO NUCCI;Nabucco
ANTONIO POLI;Ismaele
DMITRY BELOSELSKY;Zaccaria
CSILLA BOROSS;Abigaille
ANNA MALAVASI;Fenena
GORAN JURIC;Il Gran Sacerdote di Belo
SAVERIO FIORE;Abdallo
ERIKA GRIMALDI;Anna
HALL;Gustav Von Aschenbach JOHN GRAHAM-
WRIGHT;The Traveller/The Elderly Fop/The Voice of Dionysius PETER COLEMAN-
IESTYN DAVIES;The Voice of Apollo
ANJA GRUBIC;The Polish Mother
ALBERTO TERRIBILE;Tadzio, her son
ARIANNA SPAGNUOLO;Her two daughters CAMILLA ESPOSITO,
MARINELLA CRESPI;Their governess
JACOPO GIARDA;Jaschiu, Tadzios friend
PETER VAN HULLE;Hotel porter
ANNA DENNIS;Strawberry-seller
CHARLES JOHNSTON;Guide
DONAL BYRNE;Strolling players ANNA DENNIS,
JONATHAN GUNTHORPE;English clerk
WILSON;The Glass maker RICHARD EDGAR-
CONSTANCE NOVIS;Lace seller
MADELEINE SHAW;Beggar woman
BENOIT DE LEERSNYDER;Restaurant waiter
OKSANA DYKA;Tosca
JONAS KAUFMANN;Cavaradossi
ZELJCO LUCIC;Scarpia
DEYAN VATCHKOV;Angelotti
LUCA CASALIN;Spoletta
RENATO GIROLAMI;Sagrestano
DAVIDE PELISSERO;Sciarrone
ERNESTO PANARIELLO;Carceriere
NMON FORD;Don Giovanni
ZUZANA MARKOV;Donna Anna
JUAN FRANCISCO GATELL;Don Ottavio
CHRISTIAN FARAVELLI;Commendatore
CARMELA REMIGIO;Donna Elvira
ANDREA CONCETTI;Leporello
WILLIAM CORR;Masetto
MANUELA BISCEGLIE;Zerlina
JOHN OSBORN;Goffredo
LAWRENCE BROWNLEE;Rinaldo
PETER VOLPE;Idraote
RENEE FLEMING;Armida
ANTONINO SIRAGUSA;Gernando
YEGHISHE MANUCHARYAN;Eustazio
KOBIE VAN RENSBURG;Ubaldo
BARRY BANK;Carlo
DAVID CRAWFORD;Astarotte
CARLOS CHAUSSON;Don Pasquale
BORJA QUIZA;Il dottor Malatesta
ALEXEY KUDRYA;Ernesto
SANDRA PASTRANA;Norina
GIACOMO MEDICI;Un notaro
DANIELA DESSI;La Gioconda
MARIANNE CORNETTI;Laura Adorno
ALEXANDER VINOGRADOV;Alvise Badoero
ELISABETTA FIORILLO;La cieca
AQUILES MACHADO;Enzo Grimaldo
ALBERTO MASTROMARINO;Barnaba
ANGELO NARDINOCCHI;Zuane
ANTONIO BARBAGALLO;Un cantore /Barnabotto
SAVERIO BAMBI;Isepo / Una voce
GIOVANNI LO RE;Un pilota / Una voce
DARIO SOLARI;Macbeth
PAVEL KUDINOV;Banco
BRANCHINI;Lady Macbeth SUSANNA F.
ROBERTO IULIANO;Macduff
ANTONELLO CERON;Malcolm
DANIELE CUSARI;Sicario/Araldo
VLADIMIR STOYANOV;Macbeth
GIACOMO PRESTIA;Banco
VIOLETA URMANA;Lady Macbeth
EIDER TORRIJOS;Dama di Lady Macbeth
STEFANO SECCO;Macduff
ANDRES VEREMENDI;Malcolm
GEXAN ETXABE;Medico
DAVID AGUADO;Sicario
EVGENIJ BOLUEVSKIJ;Platon KuzmiKovalv
ALEKSEJ MOALOV;Ivn Jakovlevi
MARIJA LEMEEVA;Praskovja Osipovna
BORIS TARHOV;Il commissario di polizia del quartiere
VITALIJ RODIN;Ivan
JAROSLAV RADIVONIK;Il naso
JAROSLAV RADIVONIK;Il lacch della Contessa
VIKTOR BOROVKOV;Il funzionario della redazione di un giornale
TATJANA FEDOTOVA;La solitaria nella Cattedrale di Kazan
ROMAN EVUK;Un signore che si sta allontanando
IRINA PJANOVA;La dama di compagnia
VALERIJ FEDORENKO;Il padre
MARIJA LEMEEVA;La madre
AMAL OSAKAUSKENE;La figlia
NIKOLAJ EMLEV;Il figlio
PAVEL PAREMUZOV;Ptr Fdorovi
JAROSLAV RADIVONIK;Ivn Ivnovi
KATERINA BOLAKOVA;La vecchia proprietaria terriera
JUDMILA GENIKA;La venditrice di ciambelle
GERMAN JUKAVSKIJ;Il Dottore
IGOR VJALYH;Jarykin
VIKTORIJA PREOBRAENSKAJA;Pelagia Podtoina
ELENA ANDREEVA;Sua figlia
GERMAN JUKAVSKIJ;Hozrev-Mirza
PAVEL PAREMUZOV;Leunuco
SERGEJ OSTROUMOV;Un poliziotto
VALERIJ FEDORENKO;Un cocchiere
NIKOLAJ EMLEV;Un altro cocchiere
ALEKSANDRA MARTYNOVA;La venditrice di colletti
OKSANA DYKA;Tosca
JONAS KAUFMANN;Cavaradossi
ZELJCO LUCIC;Scarpia
DEYAN VATCHKOV;Angelotti
LUCA CASALIN;Spoletta
RENATO GIROLAMI;Sagrestano
DAVIDE PELISSERO;Sciarrone
ERNESTO PANARIELLO;Carceriere
PATRIZIA PATELMO;Santuzza
BOIKO SVETANOV;Turiddu
SARAH MPUNGA;Lucia
SILVIO ZANON;Alfio
ANTONELLA FIORETTI;Lola
PAGLIACCI;
ROSSANA POTENZA;Nedda
BOIKO SVETANOV;Canio
SILVIO ZANON;Tono
SALVO TODARO;Silvio
MICHELE MAURO;Beppe
ALFIO MARLETTA;Due contadini MASSIMILIANO BRUNO,
ALESSIA GRIMALDI;Serpina
DOMENICO COLOAIANNI;Uberto
RAFFAELLO CONVERSO;Vespone
JOHN DEL CARLO;Don Pasquale
MARIUSZ KWIECIEN;Il dottor Malatesta
MATTHEW POLENZANI;Ernesto
ANNA NETREBKO;Norina
IPHIGENIE EN TAURIDE;
SUSAN GRAHAM;Iphignie
PLACIDO DOMINGO;Oreste
PAUL GROVES;Pylade
GORDON HAWKINS;Thoas
JULIE BOULIANNE;Diane
CECELIA HALL;Due sacerdotesse LEI XU,
DAVID WON;Uno scita
FRANCESCO MARSIGLIA;Clistene
MARIA GRAZIA SCHIAVO;Aristea
RAFFAELLA MILANESI;Argene
LAURA POLVERELLI;Licida
ANNA MARIA DELLOSTE;Megacle
ROSA BOVE;Alcandro
MARK MILHOFER;Aminta
FABRIZIO VON ARX;Pergolesi
RAFFAELLA ANGELETTI;Santuzza
MICKAEL SPADACCINI;Turiddu
KAMELIA KADER;Lucia
ANOOSHAH GOLESORKHI;Alfio
OZGE KALELIOGLU;Lola
PAGLIACCI;
RAFFAELLA SPADACCINI;Nedda
MICKAEL SPADACCINI;Canio
ANOOSHAH GOLESORKHI;Tono
ALESSANDRO LUONGO;Silvio
GIULIO PELLIGRA;Beppe
NICOLA VOCATURO;Due contadini ANTONIO DELLA SANTA,
ELENA CROCE;con la partecipazione di
RUSSELL BRAUN;Musica di John AdamsChou En-Lai
JAMES MADDALENA;Richard Nixon
JANIS KELLY;Pat, sua moglie
ROBERT BRUBAKER;Mal Tse-tung
KATHLEEN KIM;Chiang Ching
RICHARD PAUL FINK;Henry Kissinger
JACKSON;Tre segretarie GINGER COSTA-
TAMARA MUMFORD;TERESA S.HEROLD,
HARUNO YAMAZAKI;Danzatori solisti KANIJ SEGAWA,
EVGENIJ BOLUEVSKIJ;Platon KuzmiKovalv
ALEKSEJ MOALOV;Ivn Jakovlevi
MARIJA LEMEEVA;Praskovja Osipovna
BORIS TARHOV;Il commissario di polizia del quartiere
VITALIJ RODIN;Ivan
JAROSLAV RADIVONIK;Il naso
JAROSLAV RADIVONIK;Il lacch della Contessa
VIKTOR BOROVKOV;Il funzionario della redazione di un giornale
TATJANA FEDOTOVA;La solitaria nella Cattedrale di Kazan
ROMAN EVUK;Un signore che si sta allontanando
IRINA PJANOVA;La dama di compagnia
VALERIJ FEDORENKO;Il padre
MARIJA LEMEEVA;La madre
AMAL OSAKAUSKENE;La figlia
NIKOLAJ EMLEV;Il figlio
PAVEL PAREMUZOV;Ptr Fdorovi
JAROSLAV RADIVONIK;Ivn Ivnovi
KATERINA BOLAKOVA;La vecchia proprietaria terriera
JUDMILA GENIKA;La venditrice di ciambelle
GERMAN JUKAVSKIJ;Il Dottore
IGOR VJALYH;Jarykin
VIKTORIJA PREOBRAENSKAJA;Pelagia Podtoina
ELENA ANDREEVA;Sua figlia
GERMAN JUKAVSKIJ;Hozrev-Mirza
PAVEL PAREMUZOV;Leunuco
SERGEJ OSTROUMOV;Un poliziotto
VALERIJ FEDORENKO;Un cocchiere
NIKOLAJ EMLEV;Un altro cocchiere
ALEKSANDRA MARTYNOVA;La venditrice di colletti
CARMELA REMIGIO;Fiordiligi
KETEVAN KEMOKLIDZE;Dorabella
MARKUS WERBA;Guglielmo
PAOLO FANALE;Ferrando
GIACINTA NICOTRA;Despina
WILLIAM SHIMELL;Don Alfonso
NICOLA DE MICHELE;Prologo
SAMUELE COZZUBBO;Oreste
NICOLA DE MICHELE;Il fazionario del porto
PAOLO LA DELFA;Il navarca
PIERA BIVONA;Una coefora, Una vecchia
IAN STOREY;Tannhuser
PATRIZIA ORCIANI;Venus
MIRANDA KEYS;Elisabeth
MARTIN GANTNER;Wolfram von Eschenbach
ENZO CAPUANO;Hermann, Landgraf von Thuringen
GABRIELE MANGIONE;Walter von der Vogelweide
VALDIS JANSONS;Biterolf
ARMAZ DARASHVILI;Heinrich der Schreiber
CHRISTIAN FARAVELLI;Reinmar von Zweter
GUANQUN YU;Giovane pastore
FANNY FOGEL;Quattro paggi ROSA GUARRACINO,
LUCIA MICHELAZZO;NADIA PIRAZZINI,
ZIYAN AFTEH;Il Marchese di Calatrava
DIMITRA THEODOSSIOU;Donna Leonora
VLADIMIR STOYANOV;Don Carlo di Vargas
AQUILES MACHADO;Don Alvaro
MARIANA PENTCHEVA;Preziosilla
ROBERTO SCANDIUZZI;Padre guardiano
CARLO LEPORE;Fra Melitone
ADRIANA DI PAOLA;Curra
ALESSANDRO BIANCHINI;Un alcade
MYUNG HO KIM;Mastro Trabuco
GABRIELE BOLLETT;Un chirurgo
JOHN DEL CARLO;Alfieri
KIM JOSEPHSON;Eddi Carbone
DALE TRAVIS;Luis
PATRIZIO SAUDELLI;Mike
AMANDA SQUITIERI;Catherine
AMANDA ROOCROFT;Beatrice Carbone
GREGORY BONFATTI;Tony
MARLIN MILLER;Rodolpho
CROY;Marco MARCK Mc
ADRIANA MORELLI;A Woman
EMANUELA LUCHETTI;Old Woman
MARIO BELLANOVA;First Immigration Officer
ENRICO COSSUTTA;Second Immigration Officer
LUCA SALSI;Francesco Foscari
STEFANO SECCO;Jacopo Foscari
MARIA JOSE SIRI;Lucrezia Contarini
ALEXANDER VINOGRADOV;Jacopo Loredano
SAVERIO BAMBI;Barbarigo
ASUDE KARAYAVUZ;Pisana
FRANCESCO CORTESE;Fante del Consiglio
GIANLUCA DI CANITO;Servo del Doge
OKSANA DYKA;Nedda
JOSE CURA;Canio
AMBROGIO MAESTRI;Tonio
CELSO ALBELO;Beppe/Arlecchino
MARIO CASSICAVALLERIA RUSTICANA;Silvio
LUCIANA DINTINO;Santuzza
GIUSEPPINA PIUNTI;Lola
YONGHOON LEE;Turiddu
CLAUDIO SGURA;Alfio
ELENA ZILIO;Mamma Lucia
ERIKA MIKLOSA;La Regina della notte
ALAN OKE;Monostato
SUSANNA PHILLIPS;Pamina
ASHLEY EMERSON;Papagena
NATHAN GUNN;Papageno
MORRIS ROBINSON;Sarastro
RUSSELL THOMAS;Tamino
WENDY BRYN HARMER;Prima Dama
JAMIE BARTON;Seconda Dama
TAMARA MUMFORD;Terza Dama
JAMES COURTNEY;Primo Sacerdote
BERNARD FITCH;Secondo Sacerdote
NOAH SADIK;Primo fanciullo
NEEL RAM NAGARAJAN;Secondo fanciullo
CRYSTAL;Terzo fanciullo SETH EWING-
FRANCO VASSALLO;Rigoletto
GLADYS ROSSI;Gilda
GIORDANO LUCA;Duca di Mantova
MAURIZIO MURARO;Sparafucile
KENDALL GLADEN;Maddalena
MILENA JOSIPOVIC;Giovanna
ANDREA ZESE;Conte di Monterone
GABRIELE NANI;Marullo
MAX RENE COSOTTI;Matteo Borsa
GIANLUCA LENTINI;Conte di Ceprano
MIRIAM ARTICO;Contessa di Ceprano
SIMONETTA BALDIN;Paggio della duchessa
LUIGI VAROTTO;Usciere di corte
ANNE SCHWANEWILMS;La Marescialla
FRANZ HAWLATA;Il Barone Ochs
JOYCE DI DONATO;Octavian
LAURENT NAOURI;Faninal
OFELIA SALA;Sophie
INGRID KAISERFELD;Marianne
PETER BRONDER;Valzacchi
HELENE SCHNEIDERMAN;Annina
SCOTT WILDE;Un commissario di polizia
ANGEL RODRIGUEZ;Maggiordomo della Marescialla
JOSEP FADO;Maggiordomo di Faninal
LYNTON BLACK;Un notaio
CHRISTOPH HOMBERGER;Locandiere
ALESSANDRO LIBERATORE;Un cantante
TETYANA MELNYCHENKO;Tre nobili orfane
MAIRA RODRIGUEZ;
ROSAIDA CASTILLO;
CONSUELO GARRES;Una modista
HOUARI LOPEZ ALDANA;Un venditore di animali
GAIZKA GURRUCHAGA;Quattro Lacch della Marescialla
CARLOS SILVA;
GUSTAVO GILBERT;
ABELARDO CARDENAS;
JOSE ALBERTO GARCIA;Quattro camerieri
JOSE CARLO MARINO;
HAROLD TORRES;
RUBEN BELMONTE LILLO;
IVO STANCHEV;Un domestico
SIMON ONEILL;Siegmund
JOHN TOMLINSON;Hunding
VITALIJ KOWALJOW;Wotan
WALTRAUD MEIER;Sieglinde
NINA STEMME;Brnnhilde
EKATERINA GUBANOVA;Fricka
DANIELLE HALBWACHS;Gerhilde
CAROLA HHN;Ortlinde
IVONNE FUCHS;Waltraute
ANAIK MOREL;Schwertleite
SUSAN FOSTER;Helmwige
PANTALEO;Siegrune LEANN SANDEL-
NICOLE PICCOLOMINI;Gringerde
SIMONE SCHREDER;Rossweisse
AUXILIADORA TOLEDANO;Adina
MIKELDI ATXALANDABASO;Nemorino
MARC CANTURRI;Belcore
LUIS CANSINO;Dulcamara
MARTA UBIETA;Giannetta
DEBORAH VOIGT;Minnie
CARL TANNER;Dick Johnson
LUCIO GALLO;Jack Rance
JACKSON;Wowkle GINGER COSTA-
TONY STEVENSON;Nick
HUGO VERA;Trin
ADAM LAURENCE HERSKOWITZ;Harry
MICHAEL FOREST;Joe
EDWARD MOUT;Un postiglione
DWAYNE CROFT;Sonora
TREVOR SCHEUNEMANN;Sid
RICHARD BERNSTEIN;Bello
DAVID CRAWFORD;Happy
EDWARD PARKS;Larkens
JAMES COURTNEY;Ashby
OREN GRADUS;Jake Wallace
PHILIP COKORINOS;Billy Jackrabbit
JEFF MATTSEY;Jos Castro
AILYN PEREZ;Manon
VITTORIO GRIGOLO;Des Grieux
ARTUR RUCINSKI;Lescaut
RAYMOND ACETO;Conte Des Grieux
EMILIO SANCHEZ;Guillot de Morfontaine
ANDREA PORTA;de Brtigny
ILONA MATARADZE;Poussette
EKATERINA METLOVA;Javotte
NATALIA LUNAR;Rosette
GIOVANNI TRISTACCI;Due guardie
ALDO HERO;
ALESSANDRA DELLA CROCE;Una cameriera
JAEHWAN JEONG;Il portiere del convento
