MARIA ALEIDA;Sofia
ROBERTO DE CANDIA;Bruschino padre
FRANCISCO BRITO;Bruschino figlio / Commissario
DAVID ALEGRET;Florville
ANDREA VINCENZO BONSIGNORE;Filiberto
CHIARA AMAR;Marianna
PATRIZIA CIOFI;Violetta Valry
ANNIKA KASCHENZ;Flora Bervoix
MARINA BUCCIARELLI;Annina
ANTONIO POLI;Alfredo Germont
GIOVANNI MEONI;Giorgio Germont
IORIO ZENNARO;Gastone de Letorieres
ARMANDO GABBA;Barone Douphol
MATTEO FERRARA;Marchese DObigny
LUCA DALLAMICO;Dottor Grenvil
CIRO PASSILONGO;Giuseppe
SALVATORE GIACALONE;Un commissionario
ANTONIO CORSANO;Un domestico di Flora
LISE LINDSTROM;Turandot
CARLO BOSI;Altoum
GIORGIO GIUSEPPINI;Timur
CARLO VENTRE;Calaf
MARIA AGRESTA;Li
VINCENZO TAORMINA;Ping
PAOLO ANTOGNETTI;Pong
SAVERIO FIORE;Pang
NICOL CERIANI;Un mandarino
CRISTIANO OLIVIERI;Il principe di Persia
ORLIN ANASTASSOV;Attila
DARIO SOLARI;Ezio
LUCRECIA GARCIA;Odabella
KAMEN CHANEV;Foresto
ANTONELLO CERON;Uldino
LUCA DALLAMICO;Leone
ELIA FABBIAN;Don Pasquale
ALESSANDRO SCOTTO DI LUZIO;Ernesto
TERESA SEDLMAIR;Norina
GABRIELE NANI;Dottor Malatesta
CHRISTIAN STARINIERI;Un notaro
LISE LINDSTROM;Turandot
ROBERTO ALAGNA;Calaf
MARIA LUIGIA BORSI;Li
MARCO SPOTTI;Timur
MARC BARRARD;Ping
FRANCOIS BORRAS;Pong JEAN-
FLORIAN LACONI;Pang
CHRIS MERRITT;Altoum
HUGAULT;Un Mandarino LUC- BERTIN-
ANDREAS MACCO;Il Re
ELENA GABOURI;Amneris
LUCRECIA GARCIA;Aida
STUART NEILL;Radames
MARCO SPOTTI;Ramfis
AMBROGIO MAESTRI;Amonasro
CRISTINA SOGMAISTER;Sacerdotessa
ANTONELLO CERON;Un messaggero
ALESSIA GELMETTI;Prima ballerina
NADIA KRASTEVA;Carmen
ERMONELA JAHO;Micaela
ELENA BORIN;Frasquita
MILENA JOSIPOVIC;Mercedes
BRANDON JOVANOVICH;Don Jos
DEYAN VATCHKOV;Escamillo
GABRIELE RIBIS;Dancairo
ANTONIO FELTRACCO;Remendado
JOS ANTONIO GARCIA;Zuniga
FEDERICO LONGHI;Morales
SAIOA HERNANDEZ;Zaira
SIMONE ALBERGHINI;Orosmane
ENEA SCALA;Corasmino
ANNA MALAVASI;Nerestano
ABRAMO ROSALEN;Lusignano
MICHELA ANTENUCCI;Fatima
VALERI TURMANOV;Meledor
MATTEO FALCIER;Castiglione
CHLOE BRIOT;LEnfant
MERCEDES ARCURI;Le Feu, le Rossignol
CLEMENCE TILQUIN;La Princesse, la Chauve Souris, la Pastourelle
MAUD HUBEAUX;Maman, la Tasse Chinoise, la Libellule EVE-
VALERIO CONTALDO;La Thire, le Petit Vieillard, la Rainette
GUILLAUME ANDRIEUX;LHorloge, le Chat
JEAN GABRIEL SAINT MARTIN;Le Fauteuil, le Chne
RICCARDO MASSI;Pollione
RICCARDO ZANELLATO;Oroveso
MARIA PIA PISCITELLI;Norma
SERENA FARNOCCHIA;Adalgisa
ALESSIA NARDIN;Clotilde
ENRICO COSSUTTA;Flavio
CHRISTOPHER PURVES;The Protector
BARBARA HANNIGAN;Agns
BEJUN MEHTA;Angel 1  The boy
REBECCA JOE LOEB;Angel 2  Marie
ALLAN CLAYTON;Angel 3  John
SHIGEO ISHINO;Musica di Wolfgang Amadeus MozartDon Giovanni
SIMONE SCHNEIDER;Donna Anna
ATALIA AYAN;Don Ottavio
MATTHIAS HOLLE;Il Commendatore
REBECCA VON LIPINSKI;Donna Elvira
ANDRE MORSCH;Leporello
PUMEZ MATSHIKISA;Zerlina
RONAN COLLETT;Masetto
DANIELA SCHILLACI;Norma
GREGORY KUNDE;Pollione
GRALDINE CHAUVET;Adalgisa
ENRICO IORI;Oroveso
MARIA MOTTA;Clotilde
MASSIMILIANO CHIAROLLA;Flavio
FABIO SARTORI;Pollione
RICCARDO ZANELLATO;Oroveso
JULIANNA DI GIACOMO;Norma
CARMELA REMIGIO;Adalgisa
ALESSIA NARDIN;Clotilde
ENRICO COSSUTTA;Flavio
PAULO SZOT;Il Conte di Almaviva
MALIN BYSTRM;La Contessa di Almaviva
PATRICIA PETIBON;Susanna
KYLE KETELSEN;Figaro
KATE LINDSEY;Cherubino
ANNA MARIA PANZARELLA;Marcellina
MARIO LUPERI;Bartolo
HALL;Basilio JOHN GRAHAM-
EMANUELE GIANNINO;Don Curzio
MARI ERIKSMOEN;Barbarina
REN SCHIRRER;Antonio
NURIA ESPERT;Margarita Xirgu
JESSICA RIVERA;Margarita Xirgu
KELLEY OCONNOR;Federico Garca Lorca
NURIA RIAL;Nuria
MARCO BERRIEL;Ruiz Alonso
MIGUEL ANGEL ZAPATER;Jos Tripaldi
DAVID RUBIERA;Un maestro
NGEL RODRGUEZ;Un torero
CRISTINA ALCAIDE;Voci della fonte ADELA LPEZ,
IRIA RAJAL;Ragazze LEGIPSY LVAREZ, OXANA ARABADZHIEVA, ROSELLA CERIONI, CONSUELO GARRES, ESTHER GONZLEZ, PAULA IRAGORRI, CELINE KOT, MIRIAM MONTERO, CAROLINA MUOZ,
SUSANNA BRANCHINI;Santuzza
STUART NEILL;Turiddu
ELENA ZILIO;Lucia
AMBROGIO MAESTRI;Alfio
GIUSEPPINA PIUNTI;Lola
ROBERTO ARONICA;Don Jos
GEZIM MYSHKETA;Escamillo
ALESSANDRO BATTIATO;Le Dancare
STEFANO FERRARI;Le Remendado
DANIELE PISCOPO;Morals
PIETRO TOSCANO;Zuniga
VERONICA SIMEONI;Carmen
ALESSANDRA MARIANELLI;Micala
PERVIN CHAQUAR;Frasquita
GABRIELLA SBORGI;Mercds
CARMEN GIANNATTASIO;Mim
SERENA GAMBERONI;Musetta
FRANCESCO MELI;Rodolfo
DAMIANO SALERNO;Marcello
ANDREA CONCETTI;Colline
ANDREA PORTA;Schaunard
ANTONIO STRAGAPERDE;Benot
LUCIO MAUTI;Alcindoro
ALESSANDRO PUCCI;Parpignol
ROBERTO GATTEI;Sergente dei doganieri
GIOVANNI PACI;Doganiere
GIOVANNI DI DEO;Un venditore
GREGORY KUNDE;Riccardo
GIANCARLO MONSALVE;Riccardo
GABRIELE VIVIANI;Renato
MARCO DI FELICE;Renato
OKSANA DYKA;Amelia
ANNA PIROZZI;Amelia
MARIANNE CORNETTI /ELISABETTA FIORILLO;Ulrica
SERENA GAMBERONI /BARBARA BARGNESI;Oscar
MARCO CAMASTRA;Silvano
ANTONIO BARBAGALLO;Samuel
GABRIELE SAGONA;Tom
LUCA CASALIN;Un giudice
DARIO PROLA;Un servo
TIZIANA FABBRICINI;Luce
DAVID FERRI DURA;Samith
PAOLO CONI;Il Frate
DAVIDE SOTGIU;Il Cavaliere
MARTA CALCATERRA;Linfermiera
EMANUELE CORDARO;Il primario
MICHELE PERTUSI;Don Pasquale
CHRISTIAN SENN;Malatesta
SHALVA MUKERIA;Ernesto
PRETTY YENDE;Norina
MIKEIL KIRIA;Un notaro
ANICIO ZORZI GIUSTINIANI;Artaserse
MARIA GRAZIA SCHIAVO;Mandane
SONIA PRINA;Artabano
FRANCO FAGIOLI;Arbace
ROSA BOVE;Semira
ANTONIO GIOVANNINI;Megabise
INVA MULA;Mim
CARBONE;Musetta NICOLA BELLER-
VITTORIO GRIGOLO;Rodolfo
LUDOVIC TZIER;Marcello
MARCO SPOTTI;Colline
LIONEL LHOTE;Schaunard
LIONEL PEINTRE;Benot
MARIE FREMEAU;Alcindoro JEAN-
PIERRE LAUTR;Parpignol JEAN-
GENARO SULVARAN;Nabucco
JUAN OROZCO;Nabucco
CARLOS ARTURO GALVAN;Ismaele
NOE COLIN;Zaccaria
ELENA PANKRATOVA;Abigaille
BERTHA GRANADOS;Abigaille
BELEM RODRIGUEZ;Fenena
ALEJANDRO LOPEZ;Il Gran Sacerdote di Belo
ALVARO ANZALDO;Abdallo
VERONICA BURUA;Anna
UGO GUAGLIARDO;Il conte dAlmaviva
ESTHER ANDALORO;La contessa
MARIA GRAZIA SCHIAVO;Susanna
DOMENICO BALZANI;Figaro
ANNALISA STROPPA;Cherubino
GIOVANNA DONADINI;Marcellina
CARMINE MONACO;Don Bartolo
KRYSTIAN ADAM;Don Basilio
KRYSTIAN ADAM;Don Curzio
ARIANNA DONADELLI;Barbarina
GIONATA GILIO;Antonio
GRAZIELLA ORTU;Prima contadina
SARA LASIO;Seconda contadina
ANDRE MORSCH;Un Satyre / Cithron
CYRIL AUVITY;Thespis / Mercure
SHIGEO ISHINO;Momus
REBECCA VON LIPINSKY;Thalie
ANA DURLOVSKY;Amour /La Folie
THOMAS WALKER;Plate
YUKO KAKUTA;Clarin
ANDREAS WOLF;Jupiter
SOPHIE MARILLEY;Junon
ALEKSANDRA KURZAK;Juliette
EUFEMIA TUFANO;Stphano
ELENA TRAVERSI;Gertrude
JOHN OSBORN;Romo
FRANCISCO CORUJO;Tybalt
PAOLO ANTOGNETTI;Benvolio
ARTUR RUCINSKI;Mercutio
NICOL CERIANI;Pris
DARIO GIORGELE;Grgorio
ENRICO MARRUCCI;Capulet
GIORGIO GIUSEPPINI;Frre Laurent
DEYAN VATCHKOV;Le duc de Vrone
NADJA MICHAEL;Poppea
CHARLES CASTRONOVO;Nerone
MARIA RICCARDA WESSELING;Ottavia
WILLIAM TOWERS;Ottone
WILLARD WHITE;Seneca
EKATERINA SIURINA;Drusilla
LYUBOV PETROVA;Virt /Pallade
ELENA TSALLAGOVA;Fortuna/Damigella
SERGE KAKUDJI;Amore
ISAAC GALAN;Mercurio/Littore/Familio di Seneca
HANNAH ESTHER MINUTILLO;Paggio
JADWIGA RAPPE;La nutrice di Ottavia
JOSE MANUEL ZAPATA;Arnalta
JUAN FRANCISCO GATELL;Lucano/Liberto
ANTONIO LOZANO;Famigliari di Seneca/Soldati GERARDO LOPEZ,
STEFANO RINALDI MILIANI;Il Re
SERENA PASQUALINI;Amneris
CRISTINA PIPERNO;Aida
YUSIF EYVAZOV;Radames
PAOLO PECCHIOLI;Ramfis
CARMELO CORRADO CARUSO;Amonasro
VLADIMIR REUTOV;Un Messaggero
MARIA TOMASSI;Una Sacerdotessa
OPERAFESTIVAL;Coro e Orchestra dell
STEFANO SECCO;Don Jos
ALEXANDER VINOGRADOV;Escamillo
FRANCIS DUDZIAK;Le Dancare
RODOLPHE BRIAND;Le Remendado
DARIO CIOTOLI;Morals
MATTEO FERRARA;Zuniga
CESARE BARONI;Lillas Pastia
BEATRICE URIA MONZON;Carmen
EKATERINA BAKANOVA;Micala
SONIA CIANI;Frasquita
CHIARA FRACASSO;Mercds
DESIREE RANCATORE;Adina
CELSO ALBELO;Nemorino
ALESSANDRO LUONGO;Belcore
ELIA FABBIAN;Il dottor Dulcamara
ORIANA KURTESHI;Giannetta
WOTJEK SMILEK;Sarastro
SBASTIEN DROY;Tamino
PATRICK BOLLEIRE;Sprecher, Erster Priester, Zweiter Geharnischter Mann
ALAIN GABRIEL;Zweiter Priester,Erster Geharnischter Mann
BURCU UYAR;Knigin der Nacht
SANDRINE PIAU;Pamina
EDUARDA MELO;Erste Dame
BLANDINE STASKIEWICZ;Zweite Dame
LUCIE ROCHE;Dritte Dame
HENK NEVEN;Papageno
YT QUEIROZ;Papagena
RAPHAL BRMARD;Monostatos
RHNE;Drei Knaben MATRISE DES BOUCHES-DU-
BENJAMIN THOLOZAN;Attori BARTHOLOMEW BOUTELLIS,
NUNO ROQUE;Il pavone, il liocorno
OLIVIER HAGENLOCH;Marionettista
MARIA BILLERI;Norma
AQUILES MACHADO;Pollione
ENRICO IORI;Oroveso
VERONICA SIMEONI;Adalgisa
GIANLUCA FLORIS;Flavio
RACHEL HAUGE;Clotilde
DIMITRA THEODOSSIOU;Norma
MARCO BERTI;Pollione
GIACOMO PRESTIA;Oroveso
KATE ALDRICH;Adalgisa
GIANLUCA FLORIS;Flavio
RACHEL HAUGE;Clotilde
ERMONELA JAHO;Manon
MATTHEW POLENZANI;Le Chevalier Des Grieux
RUSSELL BRAUN;Lescaut
PHILIPPE LAFONT;Le Conte Des Grieux JEAN-
CHRISTOPHE MORTAGNE;Guillot de Morfontaine
WILLIAM SHIMELL;De Brtigny
SIMONA MIHAI;Poussett
LOUISE INNES;Javotte
BRENDA PATTERSON;Rosette
DARIO RUSSO;Hotelier
DESIRE RANCATORE;Adina
CELSO ALBELO;Nemorino
MARIO CASSI;Belcore
PAOLO BORDOGNA;Dulcamara
ELENA BORIN;Giannetta
SIMONE ALBERGHINI;Il conte dAlmaviva
CARMELA REMIGIO;La contessa Rosina
NICOLA ULIVIERI;Figaro
CINZIA FORTE;Susanna
MARINA COMPARATO;Cherubino
BRUNO PRATICO;Bartolo
TIZIANA TRAMONTI;Marcellina
MERT SUNGU;Don Basilio
NICOLO CERIANI;Antonio
SAVERIO BAMBI;Don Curzio
CRISTIANA ARCARI;Barbarina
ROBERTA SASSI;Due contadine SILVIA CALZAVARA,
LAWRENCE ZAZZO;Oberon, Re delle Fate
CLAUDIA BOYLE;Tytania, Regina delle Fate
MICHAEL BATTEN;Puck
PETER SAVIDGE;Theseus, Duca di Atene
NATASCHA PETRINSKY;Hippolyta, Regina delle Amazzoni
SHAWN MATEY;Lysander, innamorato di Hermia
PHILLIP ADDIS;Demetrius, innamorato di Hermia
TAMARA GURA;Hermia, innamorata di Lysander
ELLIE DEHN;Helena,innamorata di Demetrius
PETER ROSE;Nick Bottom, tessitore
PETER STRUMMER;Peter Quince, falegname
ANTONY DEAN GRIFFEY;Francis Flute, acconciamantici
FILIPPO BETTOSCHI;Snug, stipettaio
SAVERIO FIORE;Tom Snout, magnano
GEORGE HUMPHREYS;Robin Straveling, sarto
DALIBOR JENIS;Conte di Luna
ANJA HARTEROS;Leonora
DOLORA ZAJICK;Azucena
STUART NEILL;Manrico
MARKO MIMIKA;Ferrando
JANA KURUCOVA;Ines
THOMAS BLONDELLE;Ruiz
TOBIAS KEHRER;Un Vecchio Zingaro
MATTHEW PENA;Un messo
SUSANA CORDON;Musica di Federico Moreno TorrobaRosario
JESUS CASTEJON;Chalina
RAQUEL TORRES;Emilia
JESUS ALCAIDE;Organillero/Borracho
GERARDO MALLA;Don Epifanio
CHARO REINA;Venustiana
CRISTINA FAUS;Manuela
ANA SANTAMARINA;Lolita
LUIS LVAREZ;Seor Antonio
ISABEL GONZALES;Ascensin
ANA RODRIGUEZ;Concha
ANTONIO GANDIA;Jos Mara
CARLOS CROOKE;Juan de Dios
KENI ROLDAN;Guardia 1
ABEL GARCIA;Guardia 2
PEDRO DE LA TORRE;Manolito NERIC FORCADA, RAUL RUIZ,
JOSE VARELA;Chico de la taberna
EVA DURAN;Cantaora
SATURNINO GARCIA;Ganadero
JUAN RUEDA;Maestro Cansino
MARIA BRIONES;Maravilla
SAGRARIO MIELGO;Guadalupe:
JUAN LUIS COBO;Encargado del caf
JESUS LANDIN;Durmiente
PALOMA CURROS;Planchadoras ROSA M GUTIERREZ, CARMEN GAVIRIA,
CALOS DURAN;Zapatero
PEDRO AZPIRI;Hojalatero
GUSTAVO BERUETE;Cliente
PALOMA SUAREZ;Voz interna
JOSE MARIA MOLERO;Guitarrista
IGNACIO DEL CASTILLO;Invitado
ILDAR ABDRAZAKOV;Attila
NICOLA ALAIMO;Ezio
TATIANA SERJAN;Odabella
GIUSEPPE GIPALI;Foresto
ANTONELLO CERON;Uldino
LUCA DALLAMICO;Leone
CARLO SCIBELLI;Der Kaiser
REBECCA NASH;Die Kaiserin
MALGORZATA WALEWSKA;Die Amme
NO COLN;Barak
OLGA SERGEYEVA;Die Frberin
SCAR VELZQUEZ;Der Geisterbote
ANABEL DE LA MORA;Hter der Schwelle des Tempels
JUAN CARLOS LPEZ;Erscheinung eines Jnglings
ANA GABRIELLA SCHWEDHELM;Die Stimme des Falken
BELEM RODRGUEZ;Eine Stimme von oben
OCTAVIO PREZ;Der Einugige
JOSU CERN;Der Einarmige
VCTOR HERNNDEZ;Der Bucklige
DIMITRA THEODOSSIOU;Norma
MARCO BERTI;Pollione
GIACOMO PRESTIA;Oroveso
KATE ALDRICH;Adalgisa
GIANLUCA FLORIS;Flavio
RACHEL HAUGE;Clotilde
ROBERTO ARONICA;Rodolfo
LUCA SALSI;Marcello
GIULIO MASTROTOTARO;Schaunard
ALESSANDRO SPINA;Colline
MATTEO PEIRONE;Benoit
FRANCESCO MUSINU;Alcindoro
SERENA DAOLIO;Mim
ROSA FEOLA;Musetta
STEFANO PISANI;Parpignol
MATTHIAS GOERNE;Il Duca Barbabl
DAVEDA KARANAS;Judit
ANDRAS PALERDI;Il bardo
SUSANNA BRANCHINI;Musica di Giacomo PucciniFloria Tosca
WALTER FRACCARO;Mario Cavaradossi
MARCO VRATOGNA;Il Barone Scarpia
ALESSANDRO GUERZONI;Cesare Angelotti
MASSIMILIANO CHIAROLLA;Spoletta
DOMENICO COLAIANNI;Il sagrestano
ANTONIO MUSERRA;Sciarrone
GIOVANNI CETO;Un carceriere
ALESSIO DE COSMO;Un pastore
VITALIJ KOWALJOV;Il Conte di Walter
PIERO PRETTI;Rodolfo MARCELO ALVAREZ e
DANIELA BARCELLONA;Federica
KWANGCHUL YOUN;Wurm
LEO NUCCI;Miller
ELENA MOSUC;Luisa
VALERIA TORNATORE;Laura
JIHAN SHIN;Un contadino
TORSTEN KERL;Siegmund
ATTILA JUN;Hunding
BRYN TERFEL;Wotan
HEIDI MELTON;Sieglinde
CATHERINE FOSTER;Brnnhilde
DANIELA SINDRAM;Fricka
REBECCA TEEM;Gerhilde
MARTINA WELSCHENBACH;Ortlinde
ULRIKE HELZEL;Waltraute
NICOLE PICCOLOMINI;Schwertleite
ELAINE MCKRILL;Helmwige
MULLER;Siegrune ROSWITHA C.
CLEMENTINE MARGAINE;Gringerde
JULIA BENZINGER;Rossweisse
SERGEI LEIFERKUS;Il Guardacaccia
LUCY CROWE;Bystrouka
EMMA BELL;La Volpe maschio
MISCHA SCHELOMIANSKI;Il Curato / Il Tasso
WILLIAM DAZELEY;Harata, venditore ambulante
JEAN RIGBY;La moglie del Guardacaccia / Gufo
ADRIAN THOMPSON;Il Maestro / La Zanzara
COLIN JUDSON;Psek, oste
SARAH PRING;La moglie delloste
GABRIELE SAGONA;Selim Pasci
SANDRA PASTRANA;Costanza
FRANCESCO MARSIGLIA;Belmonte
TATIANA AGUIAR;Bionda
CARLOS NATALE;Pedrillo
FILIPPO MORACE;Osmino
KEITH JACK;Joseph
JENNIFER POTTS;Narratore
HENRY METCALFE;Jacob / Potiphar
ADAM JARRELL;Faraone
KEVIN GROGAN;Benjamin
CAMILLA ROWLAND;Mrs Potiphar, Una schiava
JOSEPH HOUSTON;Butler
RICHARD J HUNT;Panettiere / Judah
RYAN GIBB;Reuben
MICHAEL WARD;Gad
JOSEPH HOUSTON;Asher
NATHAN VAUGHAN HARRIS;Zebulun
ADAM JARRELL;Levi
CHARLIE TAYLOR;Schiave COLLETTE COLEMAN,
PETER SVENSSON;Knig Kandaules
KAY STIEFERMANN;Gyges
NICOL CERIANI;Phedros
CRISTIANO OLIVIERI;Syphax
PAOLO ORECCHIA;Nicomedes
JEREMY MILNER;Pharnaces
MATHIAS TOSI;Philebos
ALEX WAWILOFF;Simias
GIULIO PELLIGRA;Sebas
ALEXEY BIRKUS;Archelaos
VENTSESLAV ANASTASOV;Der Koch
NICOLA BELLER CARBONE;Nyssia
DESIRE RANCATORE;Lila
CELSO ALBELO;Nadir
LUCA GRASSI;Zurga
ALASTAIR MILES;Nourabad
RENEE MORLOC;Klytmnestra
HOFSTETTER;Elektra BARBARA SCHNEIDER-
SIMONE SCHNEIDER;Chrysothemis
DANIEL BRENNA;Aegisth
TUOMAS PURSIO;Orest
DANIEL KLUGE;Ein junger diener
BARBARA FRIEBEL;Die Aufseherin
DIANA HALLER;Erste Magd
SYLVIA RENA ZIEGLER;Zweite Magd
TINA HORHOLD;Dritte Magd
YUKO KAKUTA;Vierte Magd
REBECCA VON LIPINSKI;Fnfte Magd
PHILIPP ALFONS HEITMANN;Agamemnon
FEDERICO SACCHI;Il conte Rodolfo
JULIE MELLOR;Teresa
JESSICA PRATT;Amina
SHALVA MUKERIA;Elvino
ANNA VIOLA;Lisa
DARIO CIOTOLI;Alessio
RAFFAELE PASTORE;Un notaro
HALL;Peter Grimes JOHN GRAHAM-
SUSAN GRITTON;Ellen Orford
CHRISTOPHER PURVES;Captain Balstrode
FELICITY PALMER;Auntie
IDA FALK WINLAND;First Niece
SIMONA MIHAI;Second Niece
PETER HOARE;Bob Boles
DANIEL OKULITCH;Swallow
ROGERS;Mrs. Sedley CATHERINE WYN-
CHRISTOPHER GILLETT;Rev. Adams
GEORGE VON BERGEN;Ned Keen
STEPHEN RICHARDSON;Hobson
LUCA DI GIOIA;A Lawyer
ANNALISA FORLANI;A Fisherwoman
ALEXIA VOULGARIDOU;Suxel
LUCIANO GANCI;Fritz
IRINI KARAIANNI;Beppe
PAOLO RUMETZ;David
MAX RENE COSOTTI;Federico
ANDREA VINCENZO BONSIGNORE;Hanez
LETIZIA DEL MAGRO;Caterina
KYUNG CHUN KIM;Chou En-Lai
FRANCO POMPONI;Richard Nixon
JUNE ANDERSON;Pat, sua moglie
ALFRED KIM;Mal Tse-tung
SUMI JO;Chiang Ching
PETER SIDHOM;Henry Kissinger
REBECCA DE PONT DAVIES;Tre segretarie SOPHIE LELEU, ALEXANDRA SHERMAN,
CLAUDIO OTELLI;Wozzeck
DANIEL BRENNA;Il tamburmaggiore
GERGELY NEMETI;Andres
GERHARD SIEGEL;Il capitano
ROLAND BRACHT;Il dottore
KAI PREUSKER;Due garzoni MARK MUNKITTRICK,
HEINZ GOEHRING;Il pazzo
CHRISTIANE IVEN;Marie
TINA HORHOLD;Margret
CRISTOF TOMERL;Il bambino di Marie JAN-
PAUL ARMIN EDELMANN;Il conte dAlmaviva
STEFANIA BONFADELLI;La contessa Rosina
UGO GUAGLIARDO;Figaro
EKATERINA SADOVNIKOVA;Susanna
NIDIA PALACIOS;Cherubino
FRANCESCO PALMIERI;Bartolo
MONICA MINARELLI;Marcellina
MICHELE MAURO;Don Basilio
MAURIZIO MUSCOLINO;Antonio
ALFIO MARLETTA;Don Curzio
LAURA MACR;Barbarina
MICHELE PERTUSI;Mustaf
ANNA MARIA SARRA;Elvira
GIUSEPPINA BRIDELLI;Zulma
CLEMENTE ANTONIO DALIOTTI;Haly
MARIANNA PIZZOLATO;Isabella
YIJIE SHI;Lindoro
PAOLO BORDOGNA;Taddeo
CARLOS ALMARGUER;Conte di Luna
ADINA AARON;Leonora
ELENA MANISTINA;Azucena
GIUSEPPE GIPALI;Manrico
NICOLAS TESTE;Ferrando
ANNE RODIER;Ines
CARL GHAZAROSSIAN;Ruiz
FREDERIC LEROY;Un Vecchio Zingaro
WILFRIED TISSOT;Un messo
LEO NUCCI;Francesco Foscari
RAMON VARGAS;Jacopo Foscari
ANGELA MEADE;Lucrezia Contarini
TOBIAS KEHRER;Jacopo Loredano /Servo
THOMAS BLONDELLE;Barbarigo
KATHRYN LEWEK;Pisana
MATTHEW PENA;Fante
NILA MASALA;Manon Lescaut
FELICE TENNERIELLO;Lescaut
STEFANO LA COLLA;Il cavaliere Renato Des Grieux
ARMANDO ARIOSTINI;Geronte di Ravoir
FRANCESCO PARRINO;Edmondo
GIOVANNI DI MARE;Loste
ALFREDO RUSCICA;Il maestro di ballo / il lampionaio
GIOVANNI LA COMMARE;Il sergente degli arcieri
GIUSEPPE PELLINGRA;Il comandante di marina
DEBORA TROA;Un musico
GIANLUCA TERRANOVA;Rodolfo
SIMONE PIAZZOLA;Marcello
ARMANDO GABBA;Schaunard
GIANLUCA BURATTO;Colline
WILLIAM CORRO;Benoit
ANDREA SNARSKI;Alcindoro
KRISTIN LEWIS;Mim
FRANCESCA SASSU;Musetta
CIRO PASSILONGO;Parpignol
COSIMO DADAMO;Un venditore ambulante
SALVATORE GIACALONE;Un sergente dei doganieri
NICOLA NALESSO;Un doganiere
AINHOA ARTETA;Roxane
DORIS LAMPRECHT;La governante/Soeur Marthe
CRISTINA TOLEDO;Lise/Una suora
PLCIDO DOMINGO;Cyrano
NGEL DENA;De Guiche
FRANCO POMPONI;Carbon/Il visconte Valvert
MICHAEL FABIANO;Christian
LAURENT ALVARO;Ragueneau
CHRISTIAN ELMER;Le Bret
DAVID RUBIERA;Lufficiale spagnolo/Il cuoco
VALERIANO LANCHAS;Lignire/Il moschettiere
NAUZET VALERON;Prima sentienella
ANTONIO MAGNO;Seconda sentinella
GRARD BOUCARON;Montfleury
MARI ERIKSMOEN;Olympia
ANGEL BLUE;Giulietta
JUANITA LASCARRO;Antonia
ROXANE CONSTANTINESCU;La Muse, Nicklausse
MGDALENA ANNA HOFMANN;Stella
BETH SOLVANG;Une voix ANN-
KURT STREIT;Hoffmann
OLIVER RINGELHAHN;Spalanzani
JULIEN BEHR;Nathanael
PAVEK KUDINOV;Crespel, Luther
ANDREAS CONRAD;Andres, Cochenille, Frantz, Pitichinaccio
ARIS ARGIRIS;Lindorf, Coppelius, Dapertutto, Miracle
MARTIJIN CORNET;Hermann, Schlemil
ANITA RACHVELISHVILI;Dulcine
VIKTORIA VIZIN;Dulcine
ORLIN ANASTASSOV;Don Quichotte
ARUTJUN KOTCHINIAN;Don Quichotte
NICOLA ALAIMO;Sancho
PAOLO RUMETZ;Sancho
MARINA BUCCIARELLI;Pedro
ESTHER ANDALORO;Garcias
NICOLA PAMIO;Rodriguez
DANIELE ZANFARDINO;Juan
GIAMPAOLO LEDDA;Servi CRISTIANO BARROVECCHIO,
SIMEONE LATINI;Il capo dei banditi
ALESSANDRO PERUCCA;Banditi CRISTIANO BARROVECCHIO, ALESSANDRO FRABOTTA, GIAMPAOLO LEDDA,
KRYSTIAN ADAM;Goffredo
MARIA GRAZIA SCHIAVO;Almirena
MARINA DE LISO;Rinaldo
RICCARDO NOVARO;Argante
ROBERTA INVERNIZZI;Armida
ANTONIO VINCENZO SERRA;Mago Cristiano
WILLIAM CORRO;Araldo
LAVINIA BINI;Donna/Sirena
OLGA ZHURAVEL;La Duchessa
ZUZANA MARKOVA;La cameriera / Lamica / Lamante del Duca / La ficcanaso / La giornalista di cronaca rosa
LUCA CANONICI;Lelettricista / Il gigol / Il cameriere / Il ficcanaso / Il fattorino
NICHOLAS ISHERWOOD;Il direttore dellhotel / Il Duca /Laddetto alla lavanderia /Un ospite dellhotel / Il giudice
ERIKA GRIMALDI;Fiordiligi
DANIELA PINI;Dorabella
ALESSIO ARDUINI;Guglielmo
EDGARDO ROCHA;Ferrando
ARIANNA VENDITTELLI;Despina
NATALE DE CAROLIS;Don Alfonso
KRYSTIAN ADAM;Goffredo
MARIA GRAZIA SCHIAVO;Almirena
DELPHINE GALOU;Rinaldo
RICCARDO NOVARO;Argante
ROBERTA INVERNIZZI;Armida
ANTONIO VINCENZO SERRA;Mago cristiano
WILLIAM CORRO;Araldo
LAVINIA BINI;Donna/Sirena
ROBERTO ARONICA;Stiffelio
YU GUANQUN;Lina
ROBERTO FRONTALI;Stankar
GABRIELE MANGIONE;Raffaele
GEORGE ANDGULADZE;Jorg
COSIMO VASSALLO;Federico di Frengel
LORELAY SOLIS;Dorotea
ALEXIA VOULGARIDOU;Mim
JEAN FRANCOIS BORRAS;Rodolfo
DANIELA MAZZUCATO;Musetta
GEZIM MYSHKETA;Marcello
MASSIMILIANO GAGLIARDO;Schaunard
DARIO RUSSO;Colline
DARIO GIORGELE;Benot e Alcindoro
ALESSANDRO DE ANGELIS;Parpignol
